order_id,customer_id,order_placement_date,on_time,in_full,otif
fap418221601,789221,2022-04-17,1,0,0
fap418301402,789301,2022-04-17,1,0,0
fap418303301,789303,2022-04-17,0,1,0
fap418303503,789303,2022-04-17,0,1,0
fap418303603,789303,2022-04-17,1,0,0
fap418320302,789320,2022-04-17,0,1,0
fap418320602,789320,2022-04-17,1,1,1
fap418321301,789321,2022-04-17,1,1,1
fap418401101,789401,2022-04-17,0,0,0
fap418401403,789401,2022-04-17,1,0,0
fap418401503,789401,2022-04-17,1,1,1
fap418402503,789402,2022-04-17,1,0,0
fap418403201,789403,2022-04-17,1,0,0
fap418420102,789420,2022-04-17,1,0,0
fap418420301,789420,2022-04-17,0,0,0
fap418420302,789420,2022-04-17,0,1,0
fap418421202,789421,2022-04-17,1,0,0
fap418421601,789421,2022-04-17,0,0,0
fap418422201,789422,2022-04-17,1,0,0
fap418422602,789422,2022-04-17,0,0,0
fap418501501,789501,2022-04-17,1,1,1
fap418503602,789503,2022-04-17,1,1,1
fap418520401,789520,2022-04-17,0,0,0
fap418520601,789520,2022-04-17,0,0,0
fap418520602,789520,2022-04-17,0,0,0
fap418521403,789521,2022-04-17,0,1,0
fap418521501,789521,2022-04-17,1,1,1
fap418522302,789522,2022-04-17,0,1,0
fap418522402,789522,2022-04-17,0,0,0
fap418601103,789601,2022-04-17,0,0,0
fap418601502,789601,2022-04-17,1,0,0
fap418603401,789603,2022-04-17,1,1,1
fap418621103,789621,2022-04-17,1,1,1
fap418622402,789622,2022-04-17,1,1,1
fap418702603,789702,2022-04-17,1,0,0
fap418703603,789703,2022-04-17,1,1,1
fap418720301,789720,2022-04-17,1,0,0
fap418721103,789721,2022-04-17,0,0,0
fap418721302,789721,2022-04-17,1,0,0
fap418721603,789721,2022-04-17,1,1,1
fap418902201,789902,2022-04-17,0,1,0
fap418903101,789903,2022-04-17,0,0,0
fap418903203,789903,2022-04-17,0,0,0
fap418903602,789903,2022-04-17,1,0,0
fap419101103,789101,2022-04-17,1,1,1
fap419102503,789102,2022-04-17,1,1,1
fap419103501,789103,2022-04-17,1,0,0
fap419121302,789121,2022-04-17,0,1,0
fap419121402,789121,2022-04-17,1,1,1
fap419121601,789121,2022-04-17,0,0,0
fap419122201,789122,2022-04-17,0,0,0
fap419122302,789122,2022-04-17,0,0,0
fap419122603,789122,2022-04-17,0,0,0
fap419201403,789201,2022-04-17,1,0,0
fap419203202,789203,2022-04-17,1,0,0
fap419203602,789203,2022-04-17,1,1,1
fap419220201,789220,2022-04-17,0,1,0
fap419220603,789220,2022-04-17,1,1,1
fap419221502,789221,2022-04-17,0,0,0
fap419221603,789221,2022-04-17,1,0,0
fap419301103,789301,2022-04-17,0,1,0
fap419301403,789301,2022-04-17,1,1,1
fap419303102,789303,2022-04-17,0,0,0
fap419303203,789303,2022-04-17,1,1,1
fap419320102,789320,2022-04-17,0,1,0
fap419320503,789320,2022-04-17,1,0,0
fap419320602,789320,2022-04-17,1,0,0
fap419321402,789321,2022-04-17,1,1,1
fap419401601,789401,2022-04-17,1,1,1
fap419402402,789402,2022-04-17,1,0,0
fap419402602,789402,2022-04-17,0,1,0
fap419403502,789403,2022-04-17,0,1,0
fap419403503,789403,2022-04-17,1,1,1
fap419403601,789403,2022-04-17,1,0,0
fap419420101,789420,2022-04-17,1,0,0
fap419420503,789420,2022-04-17,0,1,0
fap419421302,789421,2022-04-17,0,0,0
fap419422302,789422,2022-04-17,1,1,1
fap419422303,789422,2022-04-17,0,0,0
fap419501201,789501,2022-04-17,1,1,1
fap419501401,789501,2022-04-17,1,1,1
fap419503602,789503,2022-04-17,0,1,0
fap419520202,789520,2022-04-17,1,0,0
fap419520302,789520,2022-04-17,0,0,0
fap419521102,789521,2022-04-17,1,1,1
fap419521103,789521,2022-04-17,0,1,0
fap419521403,789521,2022-04-17,1,1,1
fap419522203,789522,2022-04-17,0,1,0
fap419522602,789522,2022-04-17,0,1,0
fap419601202,789601,2022-04-17,1,0,0
fap419601301,789601,2022-04-17,1,0,0
fap419601303,789601,2022-04-17,0,0,0
fap419603501,789603,2022-04-17,1,0,0
fap419603502,789603,2022-04-17,0,1,0
fap419622203,789622,2022-04-17,1,1,1
fap419702103,789702,2022-04-17,0,0,0
fap419702402,789702,2022-04-17,1,0,0
fap419702503,789702,2022-04-17,1,1,1
fap419703302,789703,2022-04-17,0,1,0
fap419703403,789703,2022-04-17,1,0,0
fap419703503,789703,2022-04-17,1,1,1
fap419720501,789720,2022-04-17,1,1,1
fap419720502,789720,2022-04-17,1,1,1
fap419721602,789721,2022-04-17,0,1,0
fap419721603,789721,2022-04-17,1,0,0
fap419902302,789902,2022-04-17,1,1,1
fap419902503,789902,2022-04-17,0,1,0
fap419903602,789903,2022-04-17,1,0,0
fap420101501,789101,2022-04-17,1,1,1
fap420102102,789102,2022-04-17,1,1,1
fap420102203,789102,2022-04-17,0,1,0
fap420102403,789102,2022-04-17,1,0,0
fap420103101,789103,2022-04-17,0,0,0
fap420103603,789103,2022-04-17,1,0,0
fap420122502,789122,2022-04-17,0,0,0
fap420122603,789122,2022-04-17,1,0,0
fap420201501,789201,2022-04-17,1,0,0
fap420202403,789202,2022-04-17,1,0,0
fap420203302,789203,2022-04-17,1,1,1
fap420220401,789220,2022-04-17,0,1,0
fap420220502,789220,2022-04-17,1,1,1
fap420220601,789220,2022-04-17,0,1,0
fap420221401,789221,2022-04-17,1,1,1
fap420221503,789221,2022-04-17,1,0,0
fap420301201,789301,2022-04-17,0,1,0
fap420301403,789301,2022-04-17,1,1,1
fap420303602,789303,2022-04-17,1,1,1
fap420320503,789320,2022-04-17,1,0,0
fap420321401,789321,2022-04-17,1,1,1
fap420321602,789321,2022-04-17,0,0,0
fap420401302,789401,2022-04-17,1,0,0
fap420401401,789401,2022-04-17,0,1,0
fap420402403,789402,2022-04-17,1,1,1
fap420402602,789402,2022-04-17,1,0,0
fap420402603,789402,2022-04-17,0,1,0
fap420403402,789403,2022-04-17,0,1,0
fap420403501,789403,2022-04-17,1,1,1
fap420420403,789420,2022-04-17,0,0,0
fap420420601,789420,2022-04-17,0,1,0
fap420420603,789420,2022-04-17,0,1,0
fap420421503,789421,2022-04-17,1,0,0
fap420422602,789422,2022-04-17,0,0,0
fap420501302,789501,2022-04-17,1,0,0
fap420503403,789503,2022-04-17,1,1,1
fap420503503,789503,2022-04-17,0,1,0
fap420520302,789520,2022-04-17,0,0,0
fap420521101,789521,2022-04-17,1,1,1
fap420521501,789521,2022-04-17,0,1,0
fap420521503,789521,2022-04-17,0,1,0
fap420522301,789522,2022-04-17,0,1,0
fap420522502,789522,2022-04-17,0,1,0
fap420522601,789522,2022-04-17,0,0,0
fap420522602,789522,2022-04-17,1,0,0
fap420601503,789601,2022-04-17,1,0,0
fap420603602,789603,2022-04-17,1,1,1
fap420621303,789621,2022-04-17,1,1,1
fap420622203,789622,2022-04-17,0,0,0
fap420702402,789702,2022-04-17,0,0,0
fap420702603,789702,2022-04-17,1,0,0
fap420703102,789703,2022-04-17,0,1,0
fap420703302,789703,2022-04-17,1,1,1
fap420703403,789703,2022-04-17,1,1,1
fap420720602,789720,2022-04-17,1,1,1
fap420721402,789721,2022-04-17,0,1,0
fap420721602,789721,2022-04-17,1,1,1
fap420902403,789902,2022-04-17,1,1,1
fap420903402,789903,2022-04-17,1,1,1
fap419101503,789101,2022-04-18,0,0,0
fap419101601,789101,2022-04-18,1,1,1
fap419102403,789102,2022-04-18,1,0,0
fap419102501,789102,2022-04-18,0,0,0
fap419103203,789103,2022-04-18,1,0,0
fap419103603,789103,2022-04-18,1,0,0
fap419121501,789121,2022-04-18,0,1,0
fap419121502,789121,2022-04-18,0,1,0
fap419122303,789122,2022-04-18,0,0,0
fap419122403,789122,2022-04-18,0,0,0
fap419201602,789201,2022-04-18,1,0,0
fap419201603,789201,2022-04-18,1,1,1
fap419202103,789202,2022-04-18,0,1,0
fap419202603,789202,2022-04-18,1,0,0
fap419203402,789203,2022-04-18,1,1,1
fap419220503,789220,2022-04-18,1,0,0
fap419221302,789221,2022-04-18,0,1,0
fap419301102,789301,2022-04-18,0,1,0
fap419301602,789301,2022-04-18,1,0,0
fap419303302,789303,2022-04-18,1,1,1
fap419303602,789303,2022-04-18,1,1,1
fap419320101,789320,2022-04-18,0,1,0
fap419320201,789320,2022-04-18,1,1,1
fap419321501,789321,2022-04-18,1,0,0
fap419401401,789401,2022-04-18,1,1,1
fap419401501,789401,2022-04-18,0,1,0
fap419402601,789402,2022-04-18,1,1,1
fap419403501,789403,2022-04-18,1,0,0
fap419420202,789420,2022-04-18,0,1,0
fap419420203,789420,2022-04-18,1,1,1
fap419421201,789421,2022-04-18,0,0,0
fap419421603,789421,2022-04-18,0,0,0
fap419422102,789422,2022-04-18,0,1,0
fap419422401,789422,2022-04-18,0,1,0
fap419422503,789422,2022-04-18,1,1,1
fap419501501,789501,2022-04-18,0,1,0
fap419501601,789501,2022-04-18,1,1,1
fap419503203,789503,2022-04-18,1,0,0
fap419520401,789520,2022-04-18,0,0,0
fap419520402,789520,2022-04-18,1,0,0
fap419521303,789521,2022-04-18,1,0,0
fap419521401,789521,2022-04-18,0,1,0
fap419521601,789521,2022-04-18,0,1,0
fap419522101,789522,2022-04-18,0,1,0
fap419601103,789601,2022-04-18,0,0,0
fap419601501,789601,2022-04-18,1,0,0
fap419603302,789603,2022-04-18,0,1,0
fap419603601,789603,2022-04-18,1,1,1
fap419621402,789621,2022-04-18,1,1,1
fap419622402,789622,2022-04-18,0,0,0
fap419622602,789622,2022-04-18,0,1,0
fap419622603,789622,2022-04-18,1,1,1
fap419702302,789702,2022-04-18,0,0,0
fap419702603,789702,2022-04-18,1,0,0
fap419703301,789703,2022-04-18,1,1,1
fap419703401,789703,2022-04-18,1,0,0
fap419720303,789720,2022-04-18,1,1,1
fap419720601,789720,2022-04-18,1,0,0
fap419721402,789721,2022-04-18,0,1,0
fap419721601,789721,2022-04-18,1,1,1
fap419902102,789902,2022-04-18,1,1,1
fap419902103,789902,2022-04-18,0,1,0
fap419902603,789902,2022-04-18,1,0,0
fap419903201,789903,2022-04-18,1,0,0
fap419903402,789903,2022-04-18,1,0,0
fap420101302,789101,2022-04-18,0,0,0
fap420101402,789101,2022-04-18,0,1,0
fap420101601,789101,2022-04-18,1,0,0
fap420101602,789101,2022-04-18,1,1,1
fap420102202,789102,2022-04-18,1,0,0
fap420121301,789121,2022-04-18,0,0,0
fap420121401,789121,2022-04-18,0,1,0
fap420121502,789121,2022-04-18,0,1,0
fap420122202,789122,2022-04-18,0,0,0
fap420201203,789201,2022-04-18,0,1,0
fap420201602,789201,2022-04-18,1,0,0
fap420202601,789202,2022-04-18,1,0,0
fap420203301,789203,2022-04-18,1,1,1
fap420220202,789220,2022-04-18,0,1,0
fap420220302,789220,2022-04-18,1,0,0
fap420220603,789220,2022-04-18,1,1,1
fap420221603,789221,2022-04-18,1,0,0
fap420301302,789301,2022-04-18,1,0,0
fap420301601,789301,2022-04-18,1,0,0
fap420303503,789303,2022-04-18,1,1,1
fap420320603,789320,2022-04-18,1,0,0
fap420321503,789321,2022-04-18,1,1,1
fap420401303,789401,2022-04-18,1,0,0
fap420402101,789402,2022-04-18,1,1,1
fap420402302,789402,2022-04-18,1,1,1
fap420403603,789403,2022-04-18,1,0,0
fap420420102,789420,2022-04-18,1,1,1
fap420420402,789420,2022-04-18,0,1,0
fap420421102,789421,2022-04-18,1,0,0
fap420421302,789421,2022-04-18,0,0,0
fap420421303,789421,2022-04-18,0,0,0
fap420422401,789422,2022-04-18,0,1,0
fap420422502,789422,2022-04-18,1,1,1
fap420501403,789501,2022-04-18,1,0,0
fap420503603,789503,2022-04-18,1,0,0
fap420520303,789520,2022-04-18,0,1,0
fap420520403,789520,2022-04-18,1,0,0
fap420520503,789520,2022-04-18,0,0,0
fap420520602,789520,2022-04-18,0,0,0
fap420521202,789521,2022-04-18,1,1,1
fap420521603,789521,2022-04-18,1,0,0
fap420522201,789522,2022-04-18,0,1,0
fap420522302,789522,2022-04-18,0,1,0
fap420601602,789601,2022-04-18,1,0,0
fap420603603,789603,2022-04-18,1,1,1
fap420621202,789621,2022-04-18,1,1,1
fap420621603,789621,2022-04-18,1,0,0
fap420622302,789622,2022-04-18,0,1,0
fap420622602,789622,2022-04-18,1,0,0
fap420702101,789702,2022-04-18,1,0,0
fap420702502,789702,2022-04-18,0,0,0
fap420703601,789703,2022-04-18,1,0,0
fap420720601,789720,2022-04-18,1,0,0
fap420721103,789721,2022-04-18,1,0,0
fap420721403,789721,2022-04-18,0,1,0
fap420902603,789902,2022-04-18,1,1,1
fap420903103,789903,2022-04-18,1,0,0
fap420903401,789903,2022-04-18,0,0,0
fap421101501,789101,2022-04-18,1,1,1
fap421102402,789102,2022-04-18,1,1,1
fap421102603,789102,2022-04-18,1,1,1
fap421103403,789103,2022-04-18,1,0,0
fap421121303,789121,2022-04-18,0,0,0
fap421121401,789121,2022-04-18,0,0,0
fap421122501,789122,2022-04-18,0,1,0
fap421201203,789201,2022-04-18,0,1,0
fap421201602,789201,2022-04-18,1,0,0
fap421202301,789202,2022-04-18,0,0,0
fap421202602,789202,2022-04-18,1,0,0
fap421203501,789203,2022-04-18,0,0,0
fap421203503,789203,2022-04-18,1,1,1
fap421220203,789220,2022-04-18,1,1,1
fap421220502,789220,2022-04-18,1,1,1
fap421221301,789221,2022-04-18,1,0,0
fap421301201,789301,2022-04-18,1,1,1
fap421301202,789301,2022-04-18,0,1,0
fap421303602,789303,2022-04-18,1,1,1
fap421320602,789320,2022-04-18,1,0,0
fap421321201,789321,2022-04-18,1,1,1
fap421401102,789401,2022-04-18,0,1,0
fap421402501,789402,2022-04-18,1,0,0
fap421402502,789402,2022-04-18,0,1,0
fap421403403,789403,2022-04-18,1,1,1
fap421420101,789420,2022-04-18,1,1,1
fap421420303,789420,2022-04-18,0,1,0
fap421420603,789420,2022-04-18,0,0,0
fap421421501,789421,2022-04-18,0,0,0
fap421421601,789421,2022-04-18,0,0,0
fap421422302,789422,2022-04-18,1,1,1
fap421422403,789422,2022-04-18,0,1,0
fap421501101,789501,2022-04-18,0,0,0
fap421501402,789501,2022-04-18,1,0,0
fap421501403,789501,2022-04-18,0,1,0
fap421501501,789501,2022-04-18,1,0,0
fap421503203,789503,2022-04-18,1,0,0
fap421503502,789503,2022-04-18,1,1,1
fap421520302,789520,2022-04-18,0,0,0
fap421520401,789520,2022-04-18,0,1,0
fap421521203,789521,2022-04-18,0,1,0
fap421521301,789521,2022-04-18,1,1,1
fap421521302,789521,2022-04-18,0,1,0
fap421522101,789522,2022-04-18,1,1,1
fap421522503,789522,2022-04-18,0,0,0
fap421522603,789522,2022-04-18,0,1,0
fap421601201,789601,2022-04-18,1,0,0
fap421601601,789601,2022-04-18,1,0,0
fap421603203,789603,2022-04-18,1,1,1
fap421621602,789621,2022-04-18,1,0,0
fap421622601,789622,2022-04-18,1,0,0
fap421702203,789702,2022-04-18,0,0,0
fap421702401,789702,2022-04-18,1,1,1
fap421703203,789703,2022-04-18,1,0,0
fap421720102,789720,2022-04-18,0,1,0
fap421720303,789720,2022-04-18,1,1,1
fap421720503,789720,2022-04-18,1,1,1
fap421721402,789721,2022-04-18,1,1,1
fap421902602,789902,2022-04-18,1,0,0
fap421903201,789903,2022-04-18,0,0,0
fap421903503,789903,2022-04-18,1,0,0
fap420101603,789101,2022-04-19,1,1,1
fap420102602,789102,2022-04-19,1,1,1
fap420103202,789103,2022-04-19,0,0,0
fap420103302,789103,2022-04-19,1,0,0
fap420103602,789103,2022-04-19,0,0,0
fap420121102,789121,2022-04-19,1,0,0
fap420121501,789121,2022-04-19,0,1,0
fap420201401,789201,2022-04-19,1,0,0
fap420201603,789201,2022-04-19,1,0,0
fap420202602,789202,2022-04-19,1,0,0
fap420203503,789203,2022-04-19,1,0,0
fap420220501,789220,2022-04-19,1,0,0
fap420221201,789221,2022-04-19,0,1,0
fap420221301,789221,2022-04-19,1,1,1
fap420301401,789301,2022-04-19,0,1,0
fap420301602,789301,2022-04-19,0,1,0
fap420303203,789303,2022-04-19,1,1,1
fap420303603,789303,2022-04-19,1,1,1
fap420320502,789320,2022-04-19,1,0,0
fap420321302,789321,2022-04-19,0,1,0
fap420321601,789321,2022-04-19,1,0,0
fap420401601,789401,2022-04-19,0,1,0
fap420401602,789401,2022-04-19,1,0,0
fap420402502,789402,2022-04-19,1,1,1
fap420403602,789403,2022-04-19,1,1,1
fap420420201,789420,2022-04-19,1,1,1
fap420420502,789420,2022-04-19,0,1,0
fap420421401,789421,2022-04-19,0,0,0
fap420422203,789422,2022-04-19,0,1,0
fap420422402,789422,2022-04-19,1,0,0
fap420501603,789501,2022-04-19,0,0,0
fap420503401,789503,2022-04-19,1,1,1
fap420503602,789503,2022-04-19,0,0,0
fap420520401,789520,2022-04-19,0,0,0
fap420521402,789521,2022-04-19,1,0,0
fap420521602,789521,2022-04-19,0,1,0
fap420522202,789522,2022-04-19,1,0,0
fap420522402,789522,2022-04-19,1,1,1
fap420601603,789601,2022-04-19,1,0,0
fap420603401,789603,2022-04-19,0,1,0
fap420603501,789603,2022-04-19,1,1,1
fap420621602,789621,2022-04-19,1,0,0
fap420622103,789622,2022-04-19,0,1,0
fap420622603,789622,2022-04-19,1,0,0
fap420702403,789702,2022-04-19,1,0,0
fap420720502,789720,2022-04-19,1,1,1
fap420902602,789902,2022-04-19,1,1,1
fap420903202,789903,2022-04-19,1,0,0
fap420903403,789903,2022-04-19,0,0,0
fap420903501,789903,2022-04-19,1,0,0
fap420903601,789903,2022-04-19,0,1,0
fap421101401,789101,2022-04-19,1,1,1
fap421102103,789102,2022-04-19,1,0,0
fap421102302,789102,2022-04-19,1,1,1
fap421102303,789102,2022-04-19,0,1,0
fap421103103,789103,2022-04-19,0,0,0
fap421103603,789103,2022-04-19,1,0,0
fap421121501,789121,2022-04-19,0,0,0
fap421121502,789121,2022-04-19,0,1,0
fap421122602,789122,2022-04-19,0,1,0
fap421201603,789201,2022-04-19,1,0,0
fap421202501,789202,2022-04-19,0,1,0
fap421202502,789202,2022-04-19,1,1,1
fap421203401,789203,2022-04-19,1,0,0
fap421220601,789220,2022-04-19,1,0,0
fap421221403,789221,2022-04-19,1,0,0
fap421301601,789301,2022-04-19,1,0,0
fap421303401,789303,2022-04-19,1,0,0
fap421303402,789303,2022-04-19,0,1,0
fap421320202,789320,2022-04-19,1,1,1
fap421321203,789321,2022-04-19,0,1,0
fap421321403,789321,2022-04-19,1,1,1
fap421401502,789401,2022-04-19,1,0,0
fap421402503,789402,2022-04-19,1,0,0
fap421403501,789403,2022-04-19,1,1,1
fap421420301,789420,2022-04-19,0,0,0
fap421420302,789420,2022-04-19,1,1,1
fap421420403,789420,2022-04-19,1,1,1
fap421420602,789420,2022-04-19,0,1,0
fap421422101,789422,2022-04-19,0,1,0
fap421422102,789422,2022-04-19,1,0,0
fap421422103,789422,2022-04-19,0,1,0
fap421422303,789422,2022-04-19,0,1,0
fap421501602,789501,2022-04-19,1,0,0
fap421503401,789503,2022-04-19,1,1,1
fap421520103,789520,2022-04-19,0,0,0
fap421520301,789520,2022-04-19,0,0,0
fap421521101,789521,2022-04-19,0,1,0
fap421521602,789521,2022-04-19,0,1,0
fap421522103,789522,2022-04-19,1,0,0
fap421522401,789522,2022-04-19,0,1,0
fap421601203,789601,2022-04-19,1,1,1
fap421621102,789621,2022-04-19,1,1,1
fap421621601,789621,2022-04-19,0,1,0
fap421622203,789622,2022-04-19,0,1,0
fap421622401,789622,2022-04-19,1,0,0
fap421702303,789702,2022-04-19,1,1,1
fap421702501,789702,2022-04-19,0,0,0
fap421703601,789703,2022-04-19,0,1,0
fap421703603,789703,2022-04-19,1,0,0
fap421720402,789720,2022-04-19,1,1,1
fap421720603,789720,2022-04-19,1,0,0
fap421721203,789721,2022-04-19,0,1,0
fap421721602,789721,2022-04-19,1,1,1
fap421902303,789902,2022-04-19,1,1,1
fap421902403,789902,2022-04-19,1,0,0
fap421903402,789903,2022-04-19,1,0,0
fap421903501,789903,2022-04-19,1,0,0
fap422101302,789101,2022-04-19,0,1,0
fap422101501,789101,2022-04-19,1,1,1
fap422102601,789102,2022-04-19,1,1,1
fap422103502,789103,2022-04-19,1,0,0
fap422121101,789121,2022-04-19,0,1,0
fap422122402,789122,2022-04-19,0,0,0
fap422201403,789201,2022-04-19,1,0,0
fap422202303,789202,2022-04-19,1,1,1
fap422203301,789203,2022-04-19,0,1,0
fap422203502,789203,2022-04-19,1,0,0
fap422220503,789220,2022-04-19,1,0,0
fap422221202,789221,2022-04-19,1,1,1
fap422221402,789221,2022-04-19,1,1,1
fap422301502,789301,2022-04-19,1,0,0
fap422301602,789301,2022-04-19,0,0,0
fap422303502,789303,2022-04-19,1,1,1
fap422320603,789320,2022-04-19,1,0,0
fap422321502,789321,2022-04-19,1,0,0
fap422401301,789401,2022-04-19,0,1,0
fap422402403,789402,2022-04-19,1,1,1
fap422402502,789402,2022-04-19,0,1,0
fap422403303,789403,2022-04-19,1,0,0
fap422403501,789403,2022-04-19,0,1,0
fap422420102,789420,2022-04-19,1,1,1
fap422420201,789420,2022-04-19,0,1,0
fap422420503,789420,2022-04-19,0,0,0
fap422421201,789421,2022-04-19,0,0,0
fap422421202,789421,2022-04-19,1,0,0
fap422422402,789422,2022-04-19,1,1,1
fap422422502,789422,2022-04-19,0,1,0
fap422422602,789422,2022-04-19,0,0,0
fap422501401,789501,2022-04-19,1,1,1
fap422503603,789503,2022-04-19,1,0,0
fap422520202,789520,2022-04-19,1,0,0
fap422520302,789520,2022-04-19,0,0,0
fap422520602,789520,2022-04-19,0,0,0
fap422521201,789521,2022-04-19,0,1,0
fap422521202,789521,2022-04-19,0,1,0
fap422521602,789521,2022-04-19,1,1,1
fap422522402,789522,2022-04-19,1,0,0
fap422601401,789601,2022-04-19,0,1,0
fap422601603,789601,2022-04-19,1,0,0
fap422603601,789603,2022-04-19,1,0,0
fap422621201,789621,2022-04-19,0,1,0
fap422621501,789621,2022-04-19,1,0,0
fap422622503,789622,2022-04-19,0,1,0
fap422622603,789622,2022-04-19,1,0,0
fap422702602,789702,2022-04-19,1,0,0
fap422703603,789703,2022-04-19,1,0,0
fap422720203,789720,2022-04-19,0,1,0
fap422720603,789720,2022-04-19,1,0,0
fap422721402,789721,2022-04-19,1,0,0
fap422902403,789902,2022-04-19,1,0,0
fap422902601,789902,2022-04-19,0,1,0
fap422903401,789903,2022-04-19,1,0,0
fap422903501,789903,2022-04-19,0,0,0
fap421101103,789101,2022-04-20,1,1,1
fap421101302,789101,2022-04-20,1,1,1
fap421101402,789101,2022-04-20,0,0,0
fap421102502,789102,2022-04-20,1,1,1
fap421103502,789103,2022-04-20,1,0,0
fap421121402,789121,2022-04-20,0,1,0
fap421122302,789122,2022-04-20,0,0,0
fap421122303,789122,2022-04-20,1,0,0
fap421201402,789201,2022-04-20,1,0,0
fap421202402,789202,2022-04-20,1,0,0
fap421203102,789203,2022-04-20,1,1,1
fap421220402,789220,2022-04-20,1,0,0
fap421221603,789221,2022-04-20,1,1,1
fap421301102,789301,2022-04-20,0,1,0
fap421301401,789301,2022-04-20,1,1,1
fap421301603,789301,2022-04-20,1,0,0
fap421303303,789303,2022-04-20,0,1,0
fap421303503,789303,2022-04-20,1,0,0
fap421320302,789320,2022-04-20,0,1,0
fap421320401,789320,2022-04-20,1,1,1
fap421321501,789321,2022-04-20,1,0,0
fap421401501,789401,2022-04-20,0,1,0
fap421401601,789401,2022-04-20,1,0,0
fap421402603,789402,2022-04-20,1,0,0
fap421403102,789403,2022-04-20,0,1,0
fap421403103,789403,2022-04-20,1,1,1
fap421403602,789403,2022-04-20,1,1,1
fap421420102,789420,2022-04-20,0,1,0
fap421421301,789421,2022-04-20,1,0,0
fap421421403,789421,2022-04-20,1,0,0
fap421421503,789421,2022-04-20,0,1,0
fap421421603,789421,2022-04-20,0,0,0
fap421501203,789501,2022-04-20,1,0,0
fap421501502,789501,2022-04-20,1,1,1
fap421503202,789503,2022-04-20,1,1,1
fap421503503,789503,2022-04-20,1,1,1
fap421520501,789520,2022-04-20,0,0,0
fap421520503,789520,2022-04-20,0,1,0
fap421520602,789520,2022-04-20,0,0,0
fap421521402,789521,2022-04-20,0,1,0
fap421521603,789521,2022-04-20,1,1,1
fap421522102,789522,2022-04-20,0,1,0
fap421522301,789522,2022-04-20,0,1,0
fap421522302,789522,2022-04-20,1,0,0
fap421522601,789522,2022-04-20,0,0,0
fap421601603,789601,2022-04-20,1,0,0
fap421603503,789603,2022-04-20,1,0,0
fap421621303,789621,2022-04-20,0,1,0
fap421621501,789621,2022-04-20,1,1,1
fap421622501,789622,2022-04-20,1,0,0
fap421702201,789702,2022-04-20,0,0,0
fap421702602,789702,2022-04-20,1,0,0
fap421703502,789703,2022-04-20,1,0,0
fap421720403,789720,2022-04-20,1,1,1
fap421721202,789721,2022-04-20,1,1,1
fap421721301,789721,2022-04-20,1,1,1
fap421721302,789721,2022-04-20,0,1,0
fap421721501,789721,2022-04-20,0,0,0
fap421721502,789721,2022-04-20,0,1,0
fap421902202,789902,2022-04-20,0,1,0
fap421902502,789902,2022-04-20,1,1,1
fap421902503,789902,2022-04-20,1,0,0
fap421903202,789903,2022-04-20,1,0,0
fap421903502,789903,2022-04-20,0,0,0
fap422101202,789101,2022-04-20,0,0,0
fap422101602,789101,2022-04-20,1,0,0
fap422102503,789102,2022-04-20,1,1,1
fap422103602,789103,2022-04-20,1,0,0
fap422121103,789121,2022-04-20,1,1,1
fap422121502,789121,2022-04-20,0,1,0
fap422121602,789121,2022-04-20,0,0,0
fap422122203,789122,2022-04-20,0,0,0
fap422122401,789122,2022-04-20,1,0,0
fap422122503,789122,2022-04-20,0,0,0
fap422201601,789201,2022-04-20,1,1,1
fap422202503,789202,2022-04-20,1,0,0
fap422220502,789220,2022-04-20,1,0,0
fap422221303,789221,2022-04-20,0,1,0
fap422221601,789221,2022-04-20,1,0,0
fap422301603,789301,2022-04-20,0,1,0
fap422303403,789303,2022-04-20,1,0,0
fap422320503,789320,2022-04-20,1,1,1
fap422321101,789321,2022-04-20,0,1,0
fap422321202,789321,2022-04-20,1,0,0
fap422321302,789321,2022-04-20,0,1,0
fap422321603,789321,2022-04-20,1,0,0
fap422401202,789401,2022-04-20,1,1,1
fap422401403,789401,2022-04-20,1,0,0
fap422402201,789402,2022-04-20,1,0,0
fap422402503,789402,2022-04-20,0,1,0
fap422403402,789403,2022-04-20,1,1,1
fap422421302,789421,2022-04-20,0,0,0
fap422421401,789421,2022-04-20,1,0,0
fap422421403,789421,2022-04-20,0,1,0
fap422421503,789421,2022-04-20,0,0,0
fap422422203,789422,2022-04-20,0,0,0
fap422501303,789501,2022-04-20,1,1,1
fap422501501,789501,2022-04-20,1,1,1
fap422520203,789520,2022-04-20,1,0,0
fap422520301,789520,2022-04-20,0,0,0
fap422520502,789520,2022-04-20,0,0,0
fap422521603,789521,2022-04-20,0,1,0
fap422522201,789522,2022-04-20,0,1,0
fap422522501,789522,2022-04-20,1,0,0
fap422522502,789522,2022-04-20,0,1,0
fap422601102,789601,2022-04-20,1,0,0
fap422603303,789603,2022-04-20,1,0,0
fap422621602,789621,2022-04-20,1,1,1
fap422622401,789622,2022-04-20,1,1,1
fap422622402,789622,2022-04-20,0,1,0
fap422702103,789702,2022-04-20,1,0,0
fap422702601,789702,2022-04-20,1,0,0
fap422703102,789703,2022-04-20,0,1,0
fap422703503,789703,2022-04-20,1,1,1
fap422720601,789720,2022-04-20,1,1,1
fap422721401,789721,2022-04-20,0,1,0
fap422902301,789902,2022-04-20,1,1,1
fap422903603,789903,2022-04-20,1,0,0
fap423101301,789101,2022-04-20,1,1,1
fap423102302,789102,2022-04-20,1,0,0
